"astro-ph/0309512","David Seery","David Seery and Andy Taylor","The consistency relation in braneworld inflation","14 pages, Latex, uses revtex 4; submitted to Phys. Rev. D","Phys.Rev. D71 (2005) 063508","10.1103/PhysRevD.71.063508",,"astro-ph",,"  The braneworld cosmology, in which our universe is imbedded as a hypersurface
in a higher dimensional bulk, has the peculiar property that the inflationary
consistency relation derived in a four-dimensional cosmology persists. This
consistency condition relates the ratio of tensor and scalar perturbation
amplitudes to the tensor spectral index produced during an epoch of slow-roll
scalar field inflation. We attempt to clarify this surprising degeneracy. Our
argument involves calculating the power spectrum of scalar field fluctuations
around geometries perturbed away from the exact de Sitter case. This
calculation is expected to be valid for perturbations which would not cause a
late-time acceleration of the universe. We use these results to argue that the
emergence of the same consistency relation in the braneworld can be connected
with a specific property, that five-dimensional observables smoothly approach
their four-dimensional counterparts as one takes the brane to infinite tension.
We exhibit an explicit example where this does not occur, and in which a
consistency relation does not persist.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 18:02:34 GMT""}]","2008-04-22"
"astro-ph/0309514","G. A. Drukier","G. A. Drukier and C. D. Bailyn (Dept. of Astronomy, Yale University)","Can high-velocity stars reveal black holes in globular clusters?","10 pages, 1 figure in AASTeX v5.0. Accepted for publication in ApJ
  Letters","Astrophys.J.597:L125-L128,2003","10.1086/379814",,"astro-ph",,"  We estimate the number of individual, fast-moving stars observable in
globular clusters under the assumption that the clusters contain massive
central black holes which follow the galactic black-hole mass vs. sigma
relationship. We find that radial velocity measurements are unlikely to detect
such stars, but that proper motion studies could reveal such stars, if they
exist, in the most likely clusters. Thus, HST proper motion studies can test
this hypothesis in a few nearby clusters.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 16:03:40 GMT""}]","2009-11-10"
"astro-ph/0309515","John D. Swain","John Swain (for the Pierre Auger Observatory)","The Pierre Auger Observatory","To appear in the proceedings of CIPANP 2003","AIP Conf.Proc.698:366-369,2004","10.1063/1.1664259",,"astro-ph",,"  One of the most fascinating puzzles in particle astrophysics today is that of
the origin and nature of the highest energy cosmic rays. The Pierre Auger
Observatory (PAO), currently under construction in Province of Mendoza,
Argentina, and with another site planned in the Northern hemisphere, is a major
international effort to make precise, high statistics studies of the highest
energy cosmic rays. It is the first experiment designed to work in a hybrid
mode incorporating both a ground-based array of 1600 particle detectors spread
over 3000 km$^2$ with fluorescence telescopes placed on the boundaries of the
surface array. The current status of the observatory is presented and prospects
for the future discussed.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 16:10:14 GMT""}]","2009-11-10"
"astro-ph/0309516","Savvas Koushiappas","Savvas M. Koushiappas, Andrew R. Zentner, Terrence P. Walker (The Ohio
  State University)","Gamma-rays From Neutralino Annihilation in Milky Way Substructure: What
  Can We Learn?","To be appear in the conference proceedings of the IVth Marseille
  International Cosmology Conference",,,,"astro-ph",,"  We estimate the probability of detecting gamma-rays from the annihilation of
neutralino dark matter in the substructure of the Milky Way. We characterize
substructure statistically based on Monte Carlo realizations of the formation
of a Milky Way-like halo using semi-analytic methods that have been calibrated
against N-body simulations. We find that it may be possible for the upcoming
GLAST and VERITAS experiments, working in concert, to detect gamma-rays from
dark matter substructure if $\Mchi \lsim 100 \GeV$, while for $\Mchi \gsim 500
\GeV$ such a detection seems unlikely. We investigate the effects of the
underlying cosmological model and find that the probability of detection is
sensitive to the primordial power spectrum of density fluctuations on small
(galactic and sub-galactic) scales. We conclude that the lack of such a
detection reveals little about the supersymmetric parameter space due to the
uncertainties associated with the properties of substructure and cosmological
parameters.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 19:02:06 GMT""}]","2007-05-23"
"astro-ph/0309517","Stelios Kazantzidis","Stelios Kazantzidis (University of Zurich), John Magorrian (University
  of Oxford), Ben Moore (University of Zurich)","Generating Equilibrium Dark Matter Halos: Inadequacies of the Local
  Maxwellian Approximation","Accepted for publication in ApJ, 10 pages, 6 figures, LaTeX (uses
  emulateapj5.sty)","Astrophys.J.601:37-46,2004","10.1086/380192",,"astro-ph",,"  We describe an algorithm for constructing N-body realizations of equilibrium
spherical systems. A general form for the mass density rho(r) is used, making
it possible to represent most of the popular density profiles found in the
literature, including the cuspy density profiles found in high-resolution
cosmological simulations. We demonstrate explicitly that our models are in
equilibrium. In contrast, many existing N-body realizations of isolated systems
have been constructed under the assumption that the local velocity distribution
is Maxwellian. We show that a Maxwellian halo with an initial r^{-1} central
density cusp immediately develops a constant-density core. Moreover, after just
one crossing time the orbital anisotropy has changed over the entire system,
and the initially isotropic model becomes radially anisotropic. These effects
have important implications for many studies, including the survival of
substructure in cold dark matter (CDM) models. Comparing the evolution and
mass-loss rate of isotropic Maxwellian and self-consistent Navarro, Frenk, &
White (NFW) satellites orbiting inside a static host CDM potential, we find
that the former are unrealistically susceptible to tidal disruption. Thus,
recent studies of the mass-loss rate and disruption timescales of substructure
in CDM models may be compromized by using the Maxwellian approximation. We also
demonstrate that a radially anisotropic, self-consistent NFW satellite loses
mass at a rate several times higher than that of its isotropic counterpart on
the same external tidal field and orbit.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 20:19:40 GMT""},{""version"":""v2"",""created"":""Thu, 29 Jan 2004 01:42:57 GMT""}]","2009-11-10"
"astro-ph/0309518","Russell Goyder","R. Goyder, A. N. Lasenby","Inferring the coronal flaring patterns in AGN from reverberation maps","Submitted to MNRAS. A version with higher-resolution figures is
  available for download at http://www.mrao.cam.ac.uk/~rg200 as are colour
  versions of some figures","Mon.Not.Roy.Astron.Soc.353:338,2004","10.1111/j.1365-2966.2004.08071.x",,"astro-ph",,"  The relativistically broadened iron K-alpha line at 6.4 keV observed in the
Seyfert 1 galaxy MCG-6-30-15 has provided a probe of the strong-gravity
environment near a black hole, in particular suggesting that it is rapidly
spinning. An important variable in such analyses is the geometry of the
illuminating source. We present a new technique which constrains this geometry
based on the spectral line shape, based on a model of discrete, point-like
flaring regions in the X-ray corona. We apply it to simulated reverberation
maps and give examples of successful reconstructions of complex coronal flaring
patterns. For time-averaged spectral lines the problem is highly degenerate,
and so its inversion more challenging. We quantify this degeneracy and give a
measure of the spatial accuracy of the method in this case, before checking
that it is consistent with the existing picture of MCG-6-30-15 by applying it
to recent data from XMM-Newton.
","[{""version"":""v1"",""created"":""Thu, 18 Sep 2003 20:47:35 GMT""},{""version"":""v2"",""created"":""Sat, 20 Sep 2003 13:53:15 GMT""}]","2009-11-10"
"astro-ph/0309519","A. B. Balantekin","A.B. Balantekin (Physics Department, University of Wisconsin, Madison,
  WI), G.M. Fuller (University of California, San Diego, La Jolla, CA)","Supernova Neutrino-Nucleus Astrophysics","Revtex 4 figures","J.Phys.G29:2513-2522,2003","10.1088/0954-3899/29/11/007",,"astro-ph hep-ph nucl-th",,"  In this brief review we explore the role of neutrino-nucleus interactions in
core-collapse supernovae and discuss open questions. In addition implications
of neutrino mass and mixings in such environments are summarized.
","[{""version"":""v1"",""created"":""Fri, 19 Sep 2003 00:41:48 GMT""}]","2008-11-26"
"astro-ph/0309520","Ing-Guey Jiang","Ing-Guey Jiang (IANCU), G. Laughlin (UC Santa Cruz), D.N.C. Lin (UC
  Santa Cruz)","On the Formation of Brown Dwarfs","accepted by AJ, AAS Latex, 20 pages, 4 figures",,"10.1086/379853",,"astro-ph",,"  The observational properties of brown dwarfs pose challenges to the theory of
star formation. Because their mass is much smaller than the typical Jeans mass
of interstellar clouds, brown dwarfs are most likely formed through secondary
fragmentation processes, rather than through the direct collapse of a molecular
cloud core. In order to prevent substantial post-formation mass accretion,
young brown dwarfs must leave the high density formation regions in which they
form. We propose here that brown dwarfs are formed in the circumbinary disks.
Through post-formation dynamical interaction with their host binary stars,
young brown dwarfs are either scattered to large distance or removed, with
modest speed, from their cradles.
","[{""version"":""v1"",""created"":""Fri, 19 Sep 2003 01:54:17 GMT""}]","2009-11-10"
"astro-ph/0309522","Shijun Yoshida","Shijun Yoshida, Yoshiharu Eriguchi","Rapidly rotating superfluid neutron stars in Newtonian dynamics","19 pages, 22 figures","Mon.Not.Roy.Astron.Soc.347:575,2004","10.1111/j.1365-2966.2004.07228.x",,"astro-ph",,"  We develop a formulation for constructing and examining rapidly rotating
Newtonian neutron star models that contain two superfluids, taking account of
the effect of the rotation velocity difference between two superfluids. We
assume neutron stars to be composed of the superfluid neutrons and the mixture
of the superfluid protons and the normal fluid electrons. To describe Newtonian
dynamics of the two superfluids, the Newtonian version of the so-called
two-fluid formalism is employed. The effect of the rotation velocity difference
on the structure of equilibrium state is treated as a small perturbation to
rapidly rotating superfluid stars whose angular velocities of two superfluids
are assumed to be exactly the same. We derive basic equations for the perturbed
structures of rapidly rotating superfluid stars due to the rotation velocity
difference between two superfluids. Assuming the superfluids to obey a simple
analytical equation of state proposed by Prix, Comer, and Andersson, we obtain
numerical solutions for the perturbations and find that the density
distributions of the superfluids are strongly dependent on the parameter
$\sigma$ which appears in the analytical equation of state and characterizes
the so-called symmetry energy. It is also found that if Prix et al.'s
analytical equation of state is assumed, the perturbations can be represented
in terms of the universal functions that are independent of the parameters of
the equation of state.
","[{""version"":""v1"",""created"":""Fri, 19 Sep 2003 09:23:36 GMT""}]","2009-11-10"
"astro-ph/0309523","Teresa Mineo","T. Mineo, G. Cusumano, E. Massaro","The X-ray emission of the Crab-like pulsar PSR J0537-6910","4 pages, 2 figures. Contribution to the proceedings of ""The Restless
  High-Energy Universe"", Amsterdam, May 5-8, 2003. Editors: E.P.J. van den
  Heuvel, J.J.M. in't Zand, R.A.M.J. Wijers","Nucl.Phys.Proc.Suppl.132:632-635,2004","10.1016/j.nuclphysbps.2004.04.110",,"astro-ph",,"  In this paper we present some preliminary result on the spectral and timing
analysis of the X-ray pulsed emission from the 16 ms pulsar PSR J0537-6910 in
the energy range 0.1--30 keV, based on archival BeppoSAX and RossiXTE
observations. This pulsar, discovered by Marshall et al.(1998) in the LMC field
with RXTE, is the fastest spinning pulsar associated with a supernova remnant.
It is characterized by strong glitch activity with the highest rate of all
known Crab-like system.
","[{""version"":""v1"",""created"":""Fri, 19 Sep 2003 10:14:46 GMT""}]","2009-11-10"
