"astro-ph/0312195","Roy Williams","R. D. Williams, S. G. Djorgovski, M. T. Feldmann, and J. C. Jacob","Hyperatlas: A New Framework for Image Federation","Published in ADASS XIII proceedings",,,,"astro-ph",,"  Hyperatlas is an open standard intended to facilitate the large-scale
federation of image-based data. The subject of hyperatlas is the space of
sphere-to-plane projection mappings (the FITS-WCS information), and the
standard consists of coherent collections of these on which data can be
resampled and thereby federated with other image data. We hope for a
distributed effort that will produce a multi-faceted image atlas of the sky,
made by federating many different surveys at different wavelengths and
different times. We expect that hyperatlas-compliant imagery will be published
and discovered through an International Virtual Observatory Alliance (IVOA)
registry, and that grid-based services will emerge for the required resampling
and mosaicking.
","[{""version"":""v1"",""created"":""Sun, 7 Dec 2003 23:51:43 GMT""}]","2007-05-23"
"astro-ph/0312196","Roy Williams","R. D. Williams, S. G. Djorgovski, M. T. Feldmann, and J. C. Jacob","Atlasmaker: A Grid-based Implementation of the Hyperatlas","Published in the Proceedings of ADASS XII",,,,"astro-ph",,"  The Atlasmaker project is using Grid technology, in combination with NVO
interoperability, to create new knowledge resources in astronomy. The product
is a multi-faceted, multi-dimensional, scientifically trusted image atlas of
the sky, made by federating many different surveys at different wavelengths,
times, resolutions, polarizations, etc. The Atlasmaker software does resampling
and mosaicking of image collections, and is well-suited to operate with the
Hyperatlas standard. Requests can be satisfied via on-demand computations or by
accessing a data cache. Computed data is stored in a distributed virtual file
system, such as the Storage Resource Broker (SRB). We expect these atlases to
be a new and powerful paradigm for knowledge extraction in astronomy, as well
as a magnificent way to build educational resources. The system is being
incorporated into the data analysis pipeline of the Palomar-Quest synoptic
survey, and is being used to generate all-sky atlases from the 2MASS, SDSS, and
DPOSS surveys for joint object detection.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 00:18:20 GMT""}]","2007-05-23"
"astro-ph/0312197","Sebasti\'an Nuza","G.E. Romero, J.H. Fan, S.E. Nuza","The binary black hole scenario for the BL Lacertae object AO 0235+16","To appear in Chinese J. Astron. Astrophys","Chin.J.Astron.Astrophys.3:513-525,2003","10.1088/1009-9271/3/6/513",,"astro-ph",,"  Recent analysis of the long term radio lightcurve of the extremely variable
BL Lacertae object AO 0235+16 by Raiteri et al. (2001) have revealed the
presence of recurrent outbursts in this source with a period of ~ 5.7 +/- 0.5
yr. Periodicity analysis of the optical lightcurve also show evidence for a
shorter period. Here we discuss whether such a behavior can be explained by a
binary black hole model where the accretion disk of one of the supermassive
black holes is precessing due to the tidal effects of the companion. We
estimate the mass of the accreting hole and analyze under what constraints onto
the secondary mass and the orbital parameters of the system it is possible to
provide a viable interpretation of the available multiwavelength data.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 01:26:19 GMT""},{""version"":""v2"",""created"":""Mon, 8 Dec 2003 22:13:48 GMT""}]","2014-10-13"
"astro-ph/0312198","Halton Arp","H. Arp","Alignment of radio emission and quasars across NGC 613 and NGC 936 and
  radio ejection from NGC 941","submitted to A&A, high resolution figures available from
  arp@mpa-garching.mpg.de",,,,"astro-ph",,"  NGC 613 (AM 0132-294) is a multi armed spiral with an active nucleus. Radio
emission is aligned along the narrow inner bar of the spiral and appears to
include inner and outer pairs of radio sources which define a line of ejection
from this nucleus. Four high redshift quasars from the 2dF survey fall further
out along this same line. The redshifts of these four, plus two others in this
general direction, are close to the peak values in the periodic redshift
distribution of quasars. In separation, redshifts and other properties there is
an almost exact duplicate of NGC 613 in the pair of z ~ 2 quasars paired across
the radio ejecting, barred galaxy NGC 936.NGC 941, a companion to NGC 936, has
a quasar apparently connected to it by a radio bridge which shows structure at
high resolution.One of the pair across NGC 936, a strong Parks quasar, is also
accurately aligned with another strong Parks quasar further away. Possible
relationships between other quasars and low redshift galaxies in a broader
region around NGC 936 are discussed.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 09:40:00 GMT""}]","2007-05-23"
"astro-ph/0312199","Martin Dominik","M. Dominik","Uncovering galactic and extragalactic planets by gravitational
  microlensing","3 pages in LaTeX2e, 1 EPS-figure embedded, uses 'ws-procs975x65.cls'
  and 'rotating_pr.sty' (supplied). To appear in the Proceedings of the Xth
  Marcel Grossmann Meeting on General Relativity (Rio de Janeiro, Brasil, 20-26
  July 2003), ed. S. Perez Bergliaffa, M. Novello & R. Ruffini (World
  Scientific, Singapore)",,,,"astro-ph",,"  With its planet detection efficiency reaching a maximum for orbital radii
between 1 and 10 AU, microlensing provides a unique sensitivity to planetary
systems similar to our own around galactic and even extragalactic stars acting
as lenses on observed background stars, and in particular can detect
terrestrial planets in the habitable zone. The absence of planetary signals in
the 1995-1999 PLANET data implies that less than 1/3 of galactic M-dwarfs
harbour jupiters at orbital radii between 1.5 and 4 AU. If a fraction f_p of
stars is surrounded by a planet, annual detections of 15--25 f_p jupiters and
2-3 f_p earths around galactic stars would result from PLANET, a space-based
campaign would yield 1200 f_p jupiters and 30 f_p earths, and a northern
microlensing network could detect 15-35 f_p jupiters and 4-10 f_p saturns
around M31 stars.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 10:21:17 GMT""}]","2007-05-23"
"astro-ph/0312200","Martin Dominik","M. Dominik","Uncovering stellar atmospheres with gravitational microlensing
  telescopes","3 pages in LaTeX2e, 2 EPS-figures embedded, uses 'ws-procs975x65.cls'
  and 'rotating_pr.sty' (supplied). To appear in the Proceedings of the Xth
  Marcel Grossmann Meeting on General Relativity (Rio de Janeiro, Brasil, 20-26
  July 2003), ed. S. Perez Bergliaffa, M. Novello & R. Ruffini (World
  Scientific, Singapore)",,,,"astro-ph",,"  A strong differential magnification over the face of the source star passing
the caustic created by a binary lens star allows to measure its radial
intensity profile with an angular resolution of 20-60 nas from broad-band
photometric observations for ~15 stars per year and to study its chemical
composition from time-resolved high-resolution spectroscopy for ~2 stars per
year.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 10:35:34 GMT""}]","2007-05-23"
"astro-ph/0312201","Michele Cappellari","Michele Cappellari, Eric Emsellem","Parametric Recovery of Line-of-Sight Velocity Distributions from
  Absorption-Line Spectra of Galaxies via Penalized Likelihood","7 pages, 7 figures, LaTeX (uses emulateapj). To appear in PASP,
  v.116, 2004 February. Software implementing the pPXF method described in this
  paper is available at http://www.strw.leidenuniv.nl/~mcappell/idl/","Publ.Astron.Soc.Pac.116:138,2004","10.1086/381875",,"astro-ph",,"  We investigate the accuracy of the parametric recovery of the line-of-sight
velocity distribution (LOSVD) of the stars in a galaxy, while working in pixel
space. Problems appear when the data have a low signal-to-noise ratio, or the
observed LOSVD is not well sampled by the data. We propose a simple solution
based on maximum penalized likelihood and we apply it to the common situation
in which the LOSVD is described by a Gauss-Hermite series. We compare different
techniques by extracting the stellar kinematics from observations of the barred
lenticular galaxy NGC 3384 obtained with the SAURON integral-field
spectrograph.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 12:34:33 GMT""}]","2008-11-26"
"astro-ph/0312202","M. Kowalski","Marek Kowalski and Askhat Gazizov","High Energy Neutrino Generator for Neutrino Telescopes","4 pages, 4 figures, ICRC2003 proceedings contribution",,,,"astro-ph",,"  We present the high energy neutrino Monte Carlo event generator ANIS (All
Neutrino Interaction Simulation). The aim of the program is to provide a
detailed and flexible neutrino event simulation for high energy neutrino
detectors, such as AMANDA and ICECUBE. It generates neutrinos of any flavor
according to a specific flux, propagates them through the Earth and in a final
step simulates neutrino interactions within a specified volume. All relevant
standard model processes are implemented. We discuss strength and limitations
of the program, and provide as an example event rates for atmospheric and E^-2
neutrino spectra.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 12:03:14 GMT""}]","2007-05-23"
"astro-ph/0312203","Friedrich Konrad Roepke","F. K. Roepke (MPA Garching), W. Hillebrandt (MPA Garching), J. C.
  Niemeyer (University of Wuerzburg)","The Cellular Burning Regime in Type Ia Supernova Explosions - II. Flame
  Propagation into Vortical Fuel","13 pages, 2 tables, 10 figures, resolution of Figs. 4 and 5 degraded
  due to archive file size restrictions, submitted to A&A","Astron.Astrophys.421:783-795,2004","10.1051/0004-6361:20035778",,"astro-ph",,"  We investigate the interaction of thermonuclear flames in Type Ia supernova
explosions with vortical flows by means of numerical simulations. In our study,
we focus on small scales, where the flame propagation is no longer dominated by
the turbulent cascade originating from large-scale effects. Here, the flame
propagation proceeds in the cellular burning regime, resulting from a balance
between the Landau-Darrieus instability and its nonlinear stabilization. The
interaction of a cellularly stabilized flame front with a vortical fuel flow is
explored applying a variety of fuel densities and strengths of the velocity
fluctuations. We find that the vortical flow can break up the cellular flame
structure if it is sufficiently strong. In this case the flame structure adapts
to the imprinted flow field. The transition from the cellularly stabilized
front to the flame structure dominated by vortices of the flow proceeds in a
smooth way. The implications of the results of our simulations for Type Ia
Supernova explosion models are discussed.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 14:22:23 GMT""}]","2009-11-10"
"astro-ph/0312204","Lucien Kuiper","L. Kuiper (1), W. Hermsen (1) ((1) SRON-Utrecht The Netherlands)","X-ray and gamma-ray observations of millisecond pulsars","8 pages, 6 figures (1 color), Conference proceedings 4th AGILE
  Science Workshop ""X-ray and Gamma-ray Astrophysics of Galactic Sources"", Roma
  - June 11-13 2003",,,,"astro-ph",,"  The launch of several sensitive X-ray and gamma-ray instruments during the
last decade heralded a new era in the research of millisecond pulsars. The
current number of millisecond pulsars detected in the X-ray spectral window is
about 30, including those located in globular clusters, which represents a
significant fraction of the total number of spin-down powered pulsars emitting
high-energy radiation.In this paper the observational X/gamma-ray status is
reported for a subset of X-ray emitting millisecond pulsars which show
high-energy tails: PSR B1821-24, PSR J0218+4232 and PSR B1937+21. The prospects
for future detection of these 3 millisecond pulsars at soft (INTEGRAL) and hard
(AGILE/GLAST) gamma-rays are discussed.
","[{""version"":""v1"",""created"":""Mon, 8 Dec 2003 14:38:01 GMT""}]","2007-05-23"
