"astro-ph/0311349","Raul Jimenez","Paolo Padoan (UCSD), Raul Jimenez (UPenn), Mika Juvela (Helsinki),
  Aake Nordlund (Copenhagen)","The Average Magnetic Field Strength in Molecular Clouds: New Evidence of
  Super-Alfvenic Turbulence","in press ApJL, minor changes to match accepted version","Astrophys.J. 604 (2004) L49-L52","10.1086/383308",,"astro-ph",,"  The magnetic field strength in molecular clouds is a fundamental quantity for
theories of star formation. It is estimated by Zeeman splitting measurements in
a few dense molecular cores, but its volume--averaged value within large
molecular clouds (over several parsecs) is still uncertain. In this work we
provide a new method to constrain the average magnetic field strength in
molecular clouds. We compare the power spectrum of gas density of molecular
clouds with that of two $350^3$ numerical simulations of supersonic MHD
turbulence. The numerical simulation with approximate equipartition of kinetic
and magnetic energies (model A) yields the column density power spectrum
$P(k)\propto k^{-2.25\pm 0.01}$, the super--Alfv\'{e}nic simulation (model B)
$P(k)\propto k^{-2.71\pm 0.01}$. The column density power spectrum of the
Perseus, Taurus and Rosetta molecular cloud complexes is found to be well
approximated by a power law, $P_{\rm o}(k)\propto k^{-a}$, with $a=2.74\pm
0.07$, $2.74\pm 0.08$ and $2.76\pm 0.08$ respectively. We conclude that the
observations are consistent with the presence of super--Alfv\'{e}nic turbulence
in molecular clouds (model B) while model A is inconsistent (more than 99%
confidence) with the observations.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 21:35:41 GMT""},{""version"":""v2"",""created"":""Tue, 3 Feb 2004 20:22:24 GMT""}]","2009-11-10"
"astro-ph/0311350","Wojtek Pych","Wojtek Pych, Slavek M. Rucinski, Heide DeBond, J. R. Thomson,
  Christopher C. Capobianco, R. Melvin Blake and Waldemar Ogloza and Greg
  Stachowski and Piotr Rogoziecki, Piotr Ligeza and Kosmas Gazeas","Radial Velocity Studies of Close Binary Stars. IX","17+ pages, 2 tables, 4 figures",,"10.1086/382105",,"astro-ph",,"  Radial-velocity measurements and sine-curve fits to the orbital velocity
variations are presented for the eighth set of ten close binary systems: AB
And, V402 Aur, V445 Cep, V2082 Cyg, BX Dra, V918 Her, V502 Oph, V1363 Ori, KP
Peg, V335 Peg. Half of the systems (V445 Cep, V2082 Cyg, V918 Her, V1363 Ori,
V335 Peg) were discovered photometrically by the Hipparcos mission and all
systems are double-lined (SB2) contact binaries. The broadening function method
permitted improvement of the orbital elements for AB And and V502 Oph. The
other systems have been observed for radial velocity variations for the first
time; in this group are five bright (V<7.5) binaries: V445 Cep, V2082 Cyg, V918
Her, KP Peg and V335 Peg. Several of the studied systems are prime candidates
for combined light and radial-velocity synthesis solutions.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 22:00:02 GMT""}]","2015-06-24"
"astro-ph/0311351","Sisir Roy","Frederick Rothwarfs and Sisir Roy","The Time Dependence of Fundamental Constants and Planck Scale Physics","10 pages",,,,"astro-ph",,"  A real aether model of the vacuum proposed by Allen Rothwarf based upon a
degenerate Fermion fluid of polarizable particle-antiparticle pairs, leads to a
big bang model of the universe where the velocity of light varies inversely
with the square root of the cosmological time. Here, this model is used to
determine the time dependence of certain fundamental constants, i.e.
permittivity, permeability of free space : the Gravitational constant, and the
Planck units: length, time and mass.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 21:58:49 GMT""}]","2007-05-23"
"astro-ph/0311352","Jennifer M. Lotz","Jennifer M. Lotz, Joel Primack, and Piero Madau (UC Santa Cruz)","A New Non-Parametric Approach to Galaxy Morphological Classification","48 pages, 9 tables and 17 figures, accepted to the Astronomical
  Journal with minor revisions","Astron.J.128:163-182,2004","10.1086/421849",,"astro-ph",,"  We present two new non-parametric methods for quantifying galaxy morphology:
the relative distribution of the galaxy pixel flux values (the Gini coefficient
or G) and the second-order moment of the brightest 20% of the galaxy's flux
(M20). We test the robustness of G and M20 to decreasing signal-to-noise and
spatial resolution, and find that both measures are reliable to within 10% at
average signal-to-noise per pixel greater than 3 and resolutions better than
1000 pc and 500 pc, respectively. We have measured G and M20, as well as
concentration (C), asymmetry (A), and clumpiness (S) in the rest-frame
near-ultraviolet/optical wavelengths for 150 bright local ""normal"" Hubble type
galaxies (E-Sd) galaxies and 104 0.05 < z < 0.25 ultra-luminous infrared
galaxies (ULIRGs).We find that most local galaxies follow a tight sequence in
G-M20-C, where early-types have high G and C and low M20 and late-type spirals
have lower G and C and higher M20. The majority of ULIRGs lie above the normal
galaxy G-M20 sequence, due to their high G and M20 values. Their high Gini
coefficients arise from very bright nuclei, while the high second-order moments
are produced by multiple nuclei and bright tidal tails. All of these features
are signatures of recent and on-going mergers and interactions. We also find
that in combination with A and S, G is more effective than C at distinguishing
ULIRGs from the ""normal"" Hubble-types. Finally, we measure the morphologies of
45 1.7 < z < 3.8 galaxies from HST NICMOS observations of the Hubble Deep Field
North. We find that many of the z $\sim$ 2 galaxies possess G and A higher than
expected from degraded images of local elliptical and spiral galaxies, and have
morphologies more like low-redshift single nucleus ULIRGs.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 22:21:50 GMT""},{""version"":""v2"",""created"":""Tue, 13 Apr 2004 23:09:48 GMT""}]","2010-04-06"
"astro-ph/0311353","Martin Houde","Martin Houde (1), Thomas G. Phillips (2), Pierre Bastien (3), Ruisheng
  Peng (1), and Hiroshige Yoshida (1) ((1) Caltech Submillimeter Observatory,
  (2) California Institute of Technology, (3) Universite de Montreal)","The Alignment of the Magnetic Field and Collimated Outflows in
  Star-forming Regions: the Case of NGC 2071","11 pages, 4 figures","Astrophys.J. 547 (2001) 311-316","10.1086/318339",,"astro-ph",,"  The magnetic field is believed to play a crucial role in the process of star
formation. From the support it provides during the initial collapse of
molecular clouds to the creation of strong collimated jets responsible for
large mass losses, current theories predict its importance in many different
stages during the formation of stars. Here we report on observational evidence
which tests one aspect that can be inferred from these theories: the alignment
between the local magnetic field and collimated bipolar outflows in such
environments. There is good evidence of an alignment in the case of NGC 2071.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 23:51:53 GMT""}]","2009-11-10"
"astro-ph/0311354","Martin Houde","Martin Houde (1), Pierre Bastien (2), Jessie L. Dotson (3), C. Darren
  Dowell (4), Roger H. Hildebrand (5), Ruisheng Peng (1), Thomas G. Phillips
  (4), John E. Vaillancourt (5), and Hiroshige Yoshida (1) ((1) Caltech
  Submillimeter Observatory, (2) Universite de Montreal, (3) NASA Ames Research
  Center, (4) California Institute of Technology, (5) University of Chicago)","On the Measurement of the Magnitude and Orientation of the Magnetic
  Field in Molecular Clouds","37 pages, 12 figures, 3 tables","Astrophys.J. 569 (2002) 803-814","10.1086/339356",,"astro-ph",,"  We demonstrate that the combination of Zeeman, polarimetry and ion-to-neutral
molecular line width ratio measurements permits the determination of the
magnitude and orientation of the magnetic field in the weakly ionized parts of
molecular clouds. Zeeman measurements provide the strength of the magnetic
field along the line of sight, polarimetry measurements give the field
orientation in the plane of the sky and the ion-to-neutral molecular line width
ratio determines the angle between the magnetic field and the line of sight. We
apply the technique to the M17 star-forming region using a HERTZ 350 um
polarimetry map and HCO+-to-HCN molecular line width ratios to provide the
first three-dimensional view of the magnetic field in M17.
","[{""version"":""v1"",""created"":""Sat, 15 Nov 2003 00:14:18 GMT""}]","2009-11-10"
"astro-ph/0311355","Emanuele Ripamonti","Emanuele Ripamonti, Tom Abel (Pennsylvania State University)","Fragmentation and the formation of primordial protostars: the possible
  role of Collision Induced Emission","17 pages, 9 figures; accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 348 (2004) 1019","10.1111/j.1365-2966.2004.07422.x",,"astro-ph",,"  The mechanisms which could lead to chemo-thermal instabilities and
fragmentation during the formation of primordial protostars are investigated
analytically. We introduce approximations for H2 cooling rates bridging the
optically thin and thick regimes. These allow us to discuss instabilities up to
densities when protostars become optically thick to continuum radiation
(n~10^16 cm^-3). During the collapse, instability arises at two different
stages: at low density (n~10^8-10^11 cm^-3), it is due to fast 3-body reactions
converting H into H2; at high density (n>10^13 cm^-3), it is due to Collisional
Induced Emission (CIE). In agreement with the 3D simulations, we find that the
instability at low densities cannot lead to fragmentation, because fluctuations
do not survive turbulent mixing, and because their growth is slow. The
situation at high density is similar. The CIE-induced instability is as weak as
the low density one, with similar ratios of growth and dynamical time scales.
Fluctuation growth time is longer than free fall time, and fragmentation seems
unlikely. One then expects the first stars to be massive, not to form binaries
nor harbour planets. Nevertheless, full 3D simulations are required. They could
become possible using simplified estimates of radiative transfer effects, which
we show to work very well in the 1D case. This indicates that the effects of
radiative transfer during the initial stages of formation of primordial
protostars can be treated as local corrections to cooling. (Abridged)
","[{""version"":""v1"",""created"":""Sat, 15 Nov 2003 00:57:02 GMT""}]","2009-11-10"
"astro-ph/0311356","Ezequiel Treister","Ezequiel Treister (1,2), Francisco J. Castander (3), Thomas J.
  Maccarone (4), David Herrera (1), Eric Gawiser (2,1), Jose Maza (2) and Paolo
  S. Coppi (1)((1) Yale, (2) U de Chile, (3) IEEC/CSIC, Barcelona, (4)
  Amsterdam)","An X-ray Selected AGN at z=4.6 Discovered by the CYDER Survey","ApJ accepted, 16 pages, 5 figures","Astrophys.J. 603 (2004) 36-41","10.1086/381432",,"astro-ph",,"  We present the discovery of a high redshift, X-ray selected AGN by the
Calan-Yale Deep Extragalactic Research (CYDER) survey: CXOCY J033716.7-050153,
located at $z=4.61$, the second high redshift AGN discovered by this survey.
Here, we present its optical, near-IR and X-ray properties and compare it with
other optical and X-ray selected high redshift AGN. The optical luminosity of
this object is significantly lower than most optically selected high redshift
quasars. It also has a lower rest frame UV to X-ray emission ratio than most
known quasars at this redshift. This mild deviation can be explained either by
dust obscuring the UV radiation of a normal radio quiet AGN emitting at 10% of
its Eddington luminosity or because this is intrinsically a low luminosity
radio loud AGN, with a super-massive Black Hole of $\sim 10^8M_\sun$ emitting
at 1% of its Eddington luminosity. Deep radio observations can discriminate
between these two hypotheses.
","[{""version"":""v1"",""created"":""Sat, 15 Nov 2003 06:33:17 GMT""}]","2009-11-10"
"astro-ph/0311358","Wu Xuefeng","X. F. Wu, Z. G. Dai, Y. F. Huang, H. T. Ma","Afterglow Light Curves of Jetted Gamma-ray Burst Ejecta in Stellar Winds","26 pages including 11 figures","Chin.J.Astron.Astrophys.4:455-472,2004","10.1088/1009-9271/4/5/455",,"astro-ph",,"  Optical and radio afterglows arising from the shocks by relativistic conical
ejecta running into pre-burst massive stellar winds are revisited. Under the
homogeneous thin-shell approximation and a realistic treatment for the lateral
expansion of jets, our results show that a notable break exists in the optical
light curve in most cases we calculated in which the physical parameters are
varied within reasonable ranges. For a relatively tenuous wind which cannot
decelerate the relativistic jet to cause a light curve break within days, the
wind termination shock due to the ram pressure of the surrounding medium occurs
at a small radius, namely, a few times 10^{17} cm. In such a structured wind
environment, the jet will pass through the wind within several hours and run
into the outer uniform dense medium. The resulting optical light curve flattens
with a shallower drop after the jet encounters the uniform medium, and then
declines deeply, triggered by runaway lateral expansion.
","[{""version"":""v1"",""created"":""Sat, 15 Nov 2003 10:51:33 GMT""},{""version"":""v2"",""created"":""Wed, 1 Dec 2004 09:32:20 GMT""}]","2014-10-13"
"cond-mat/0311347","Kunimasa Miyazaki","Kunimasa Miyazaki, Ryoichi Yamamoto, and David R. Reichman","Supercooled liquids under shear: A mode-coupling theory approach","4 pages, 2 figures, Proceedings to Slow Dynamics in Complex Systems
  November3-8, 2003 -- Sendai, Japan",,"10.1063/1.1764242",,"cond-mat.soft",,"  We generalize the mode-coupling theory of supercooled fluids to systems under
stationary shear flow. Our starting point is the generalized fluctuating
hydrodynamic equations with a convection term. The method is applied to a two
dimensional colloidal suspension. The shear rate dependence of the intermediate
scattering function and shear viscosity is analyzed. The results show a drastic
reduction of the structural relaxation time due to shear and strong shear
thinning behavior of the viscosity which are in qualitative agreement with
recent simulations. The microscopic theory with minimal assumptions can explain
the behavior far beyond the linear response regime.
","[{""version"":""v1"",""created"":""Fri, 14 Nov 2003 16:10:08 GMT""},{""version"":""v2"",""created"":""Mon, 17 Nov 2003 21:51:46 GMT""}]","2009-11-10"
