"astro-ph/0311514","Steven Furlanetto","Matias Zaldarriaga (1), Steven Furlanetto (2), Lars Hernquist (1) ((1)
  Harvard University, (2) Caltech)","21 Centimeter Fluctuations from Cosmic Gas at High Redshifts","14 pages, 5 figures, corrects error in experimental sensitivity
  figure of published version","Astrophys.J. 608 (2004) 622-635","10.1086/386327",,"astro-ph",,"  The relatively large Thomson optical depth, tau_e, inferred recently from the
WMAP observations suggests that the Universe was reionized in a more complex
manner than previously believed. However, the value of tau_e provides only an
integral constraint on the history of reionization and, by itself, cannot be
used to determine the nature of the sources responsible for this transition.
Here, we show that the evolution of the ionization state of the intergalactic
medium at high redshifts can be measured statistically using fluctuations in 21
centimeter radiation from neutral hydrogen. By analogy with the mathematical
description of anisotropies in the cosmic microwave background, we develop a
formalism to quantify the variations in 21 cm emission as a function of both
frequency and angular scale. Prior to and following reionization, fluctuations
in the 21 cm signal are mediated by density perturbations in the distribution
of matter. Between these epochs, pockets of gas surrounding luminous objects
become ionized, producing large HII regions. These ``bubbles'' of ionized
material imprint features into the 21 cm power spectrum that make it possible
to distinguish them from fluctuations produced by the density perturbations.
The variation of the power spectrum with frequency can be used to infer the
evolution of this process. As has been emphasized previously by others, the
absolute 21 cm signal from neutral gas at high redshifts is undetectable owing
to contamination by foreground sources. However, we argue that this source of
noise can be suppressed by comparing maps closely spaced in frequency, i.e.
redshift, so that 21 cm fluctuations from the IGM can be measured against a
much brighter, but smoothly varying (in frequency) background.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 16:49:09 GMT""},{""version"":""v2"",""created"":""Wed, 22 Sep 2004 15:40:52 GMT""}]","2009-11-10"
"astro-ph/0311538","Andrea de Luca","Andrea De Luca, Silvano Molendi (IASF, Milan)","The 2-8 keV cosmic X-ray background spectrum as observed with XMM-Newton","21 pages, 25 figures. Accepted for publication in Astronomy &
  Astrophysics","Astron.Astrophys.419:837-848,2004","10.1051/0004-6361:20034421",,"astro-ph",,"  We have measured the spectrum of the Cosmic X-ray Background (CXB) in the 2-8
keV range with the high throughput EPIC/MOS instrument onboard XMM-Newton. A
large sample of high galactic latitude observations was used, covering a total
solid angle of 5.5 square degrees. Our study is based on a very careful
characterization and subtraction of the instrumental background, which is
crucial for a robust measurement of the faintest diffuse source of the X-ray
sky. The CXB spectrum is consistent with a power law having a photon index
Gamma=1.41+/-0.06 and a normalization of 2.46+/-0.09 photons/(cm^2 s sr keV) at
3 keV (~11.6 photons/(cm^2 s sr keV) at 1 keV), corresponding to a 2-10 keV
flux of (2.24+/-0.16)x10^(-11) erg/(cm^2 s deg) (90% confidence level,
including the absolute flux calibration uncertainty). Our results are in
excellent agreement with two of the most recent CXB measurements, performed
with BeppoSAX LECS/MECS data (Vecchi et al. 1999) and with an independent
analysis of XMM-Newton EPIC/MOS data (Lumb et al. 2002), providing a very
strong constrain to the absolute sky surface brightness in this energy range,
so far affected by a ~40% uncertainty. Our measurement immediately implies that
the fraction of CXB resolved by the recent deep X-ray observations in the 2-10
keV band is of 80+/-7% (1sigma), suggesting the existence of a new population
of faint sources, largely undetected within the current sensitivity limits of
the deepest X-ray surveys.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 16:55:51 GMT""}]","2011-05-05"
"astro-ph/0311539","Martin Bureau","M. Bureau, F. Walter, J. van Gorkom, C. Carignan","HI and Hot Gas in the Outskirts of the M81 Group","6 pages, 3 figures, to be published in ""Recycling Intergalactic and
  Interstellar Matter,"" eds. P.-A. Duc, J. Braine, & E. Brinks (ASP: San
  Francisco)",,,,"astro-ph",,"  Results are presented from a wide area, high resolution HI synthesis survey
of the outer regions of the nearby M81 group, where internal (galactic) and
external (group-related) evolution processes can be studied simultaneously in
great detail. The survey encompasses the star forming dwarf galaxies M81dwA,
UGC4483, and HoII, where evidence of ram pressure stripping was recently
discovered. The data do not reveal any intergalactic HI, but the outer parts of
HoII are reminiscent of tidal tails. We argue however that those structures are
equally consistent with the latest ram pressure models including cooling. The
case for a hot intergalactic medium in this poor, spiral-only group is thus
still open. The survey also puts tight constraints on possible counterparts to
the local high velocity cloud population in an external group, reaching a 3
sigma column density of 10^19 atom/cm^2 and a 6 sigma limiting mass of 1.5x10^5
M_sun.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 16:57:17 GMT""}]","2007-05-23"
"astro-ph/0311540","Sergei A. Klioner","Sergei A. Klioner","Physically adequate proper reference system of a test observer and
  relativistic description of the GAIA attitude","16 pages","Phys.Rev. D69 (2004) 124001","10.1103/PhysRevD.69.124001",,"astro-ph gr-qc",,"  A relativistic definition of the physically adequate proper reference system
of a test observer is suggested within the framework of the PPN formalism.
According to the nomenclature accepted within the GAIA project this reference
system is called Center-of-Mass Reference System (CoMRS). The interrelation
between the suggested definition of the CoMRS and the Resolutions 2000 on
relativity of the International Astronomical Union (IAU) are elucidated. The
tetrad representation of the CoMRS at its origin is also explicated. It is
demonstrated how to use that tetrad representation to calculate the relation
between the observed direction of a light ray and the corresponding coordinate
direction in the Barycentric Celestial Reference System of the IAU. It is
argued that the kinematically non-rotating CoMRS is the natural choice of the
reference system where the attitude of the observer (e.g. of the GAIA
satellite) should be modeled. The relativistic equations of rotational motion
of a satellite relative to its CoMRS are briefly discussed. A simple algorithm
for the attitude description of the satellite is proposed.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 17:27:06 GMT""},{""version"":""v2"",""created"":""Thu, 22 Jan 2004 11:30:06 GMT""},{""version"":""v3"",""created"":""Thu, 11 Mar 2004 18:13:28 GMT""}]","2009-11-10"
"astro-ph/0311541","Nuno C. Santos","N. C. Santos (1 and 2), G. Israelian (3), M. Mayor (2) ((1)
  Observatorio Astronomico de Lisboa, Portugal (2) Observatoire de Geneve,
  Switzerland (3) Instituto de Astrofisia de Canarias, Spain)","Spectroscopic [Fe/H] for 98 extra-solar planet-host stars: Exploring the
  probability of planet formation","15 pages, 9 figures, Accepted for publication in A&A; Replaced after
  language editing","Astron.Astrophys.415:1153-1166,2004","10.1051/0004-6361:20034469",,"astro-ph",,"  We present stellar parameters and metallicities, obtained from a detailed
spectroscopic analysis, for a large sample of 98 stars known to be orbited by
planetary mass companions (almost all known targets), as well as for a
volume-limited sample of 41 stars not known to host any planet. For most of the
stars the stellar parameters are revised versions of the ones presented in our
previous works. However, we also present parameters for 18 stars with planets
not previously published, and a compilation of stellar parameters for the
remaining 4 planet-hosts for which we could not obtain a spectrum. A comparison
of our stellar parameters with values of Teff, log(g), and [Fe/H] available in
the literature shows a remarkable agreement. The derived [Fe/H] values are then
used to confirm the previously known result that planets are more prevalent
around metal-rich stars. Furthermore, we confirm that the frequency of planets
is a strongly rising function of the stellar metallicity, at least for stars
with [Fe/H]>0. While only about 3% of the solar metallicity stars in the
CORALIE planet search sample were found to be orbited by a planet, this number
increases to more than 25% for stars with [Fe/H] above +0.3. Curiously, our
results also suggest that these percentages might remain relatively constant
for values of [Fe/H] lower than about solar, increasing then linearly with the
mass fraction of heavy elements. These results are discussed in the context of
the theories of planetary formation.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 17:55:13 GMT""},{""version"":""v2"",""created"":""Wed, 26 Nov 2003 09:44:50 GMT""}]","2011-05-05"
"astro-ph/0311542","Daniel Rosa Gonzalez","Roberto Terlevich (1), Sergiy Silich (1), Daniel Rosa-Gonzalez (2) and
  Elena Terlevich (1) ((1) INAOE, Puebla and (2) Imperial College, London)","How old are the HII Galaxies?","Accepted for publication in MNRAS","Mon.Not.Roy.Astron.Soc. 348 (2004) 1191","10.1111/j.1365-2966.2004.07432.x",,"astro-ph",,"  Using a novel approach we have reanalized the question of whether the extreme
star forming galaxies known as HII galaxies are truly young or rejuvenated old
systems. We first present a method of inversion that applies to any monotonic
function of time describing the evolution of independent events. We show that,
apart from a normalization constant, the ``true'' time dependence can be
recovered from the inversion of its probability density function. We applied
the inversion method to the observed equivalent width of Hbeta (EW(Hbeta))
distribution for objects in the Terlevich and collaborators Spectrophotometric
Catalogue of HII galaxies and found that their global history of star formation
behaves much closer to the expectations of a continuos star formation model
than to an instantaneous one. On the other hand, when the inversion method is
applied to samples within a restricted metallicity range we find that their
history of star formation behaves much closer to what the instantaneous model
predicts.
  Our main conclusion is that, globally, the evolution of HII galaxies seems
consistent with a succession of short starbursts separated by quiescent periods
and that, while the emission lines trace the properties of the present burst,
the underlying stellar continuum traces the whole star formation history of the
galaxy. Thus, observables like the EW(Hbeta) that combine an emission line
flux, i.e. a parameter pertaining to the present burst, with the continuum
flux, i.e. a parameter that traces the whole history of star formation, should
not be used alone to characterize the present burst.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 18:17:27 GMT""}]","2009-11-10"
"astro-ph/0311543","Michael Zingale","J. B. Bell, M. S. Day, C. A. Rendleman, S. E. Woosley, M. Zingale","Direct Numerical Simulations of Type Ia Supernovae Flames I: The
  Landau-Darrieus Instability","accepted to ApJ. Figure 1 degraded for size constraints. replaced
  with accepted version (one new figure added)","Astrophys.J. 606 (2004) 1029-1038","10.1086/383023",,"astro-ph",,"  Planar flames are intrinsically unstable in open domains due to the thermal
expansion across the burning front--the Landau-Darrieus instability. This
instability leads to wrinkling and growth of the flame surface, and
corresponding acceleration of the flame, until it is stabilized by cusp
formation. We look at the Landau-Darrieus instability for C/O thermonuclear
flames at conditions relevant to the late stages of a Type Ia supernova
explosion. Two-dimensional direct numerical simulations of both single-mode and
multi-mode perturbations using a low Mach number hydrodynamics code are
presented. We show the effect of the instability on the flame speed as a
function of both the density and domain size, demonstrate the existence of the
small scale cutoff to the growth of the instability, and look for the proposed
breakdown of the non-linear stabilization at low densities. The effects of
curvature on the flame as quantified through measurements of the growth rate
and computation of the corresponding Markstein number. While accelerations of a
few percent are observed, they are too small to have any direct outcome on the
supernova explosion.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 18:46:31 GMT""},{""version"":""v2"",""created"":""Fri, 16 Jan 2004 21:31:20 GMT""}]","2009-11-10"
"astro-ph/0311545","Jonathan Granot","Ehud Nakar, Jonathan Granot, and Dafne Guetta","Testing the Predictions of the Universal Structured GRB Jet Model","11 pages, 1 figure; accepted for publication in ApJL","Astrophys.J. 606 (2004) L37-L40","10.1086/421107",,"astro-ph",,"  The two leading models for the structure of GRB jets are the uniform jet
model and the universal structured jet (USJ) model. In the latter, all GRB jets
are intrinsically identical and the energy per solid angle drops as the inverse
square of the angle from the jet axis. The simplicity of the USJ model gives it
a strong predictive power, including a specific prediction for the observed GRB
distribution as a function of both the redshift $z$ and the viewing angle
$\theta$. We show that the current sample of GRBs with known $z$ and estimated
$\theta$ does not agree with the predictions of the USJ model. This can be best
seen for a relatively narrow range in $z$, in which the USJ model predicts that
most GRBs should be near the upper end of the observed range in $\theta$, while
in the observed sample most GRBs are near the lower end of that range. Since
the current sample is very inhomogeneous (i.e. involves many different
detectors), it should be taken with care and cannot be used to rule out the USJ
model. Nevertheless, this sample strongly disfavors the USJ model. Comparing
the prediction for the observed GRB distribution both in $\theta$ and in $z$,
with a larger and more homogeneous GRB sample, like the one expected from
Swift, would either clearly rule out the USJ model, or alternatively, provide a
strong support for it. The test presented here is general, and can be used to
test any model that predicts both a luminosity function and a luminosity-angle
relation.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 2003 15:58:30 GMT""},{""version"":""v2"",""created"":""Sun, 4 Apr 2004 22:13:18 GMT""}]","2009-11-10"
"astro-ph/0311546","Inseok Song","B. Zuckerman and Inseok Song","Dusty Debris Disks as Signposts of Planets: Implications for SIRTF","8 figures, 1 table, accepted in ApJ","Astrophys.J. 603 (2004) 738-743","10.1086/381700",,"astro-ph",,"  Submillimeter and near-infrared images of cool dusty debris disks and rings
suggest the existence of unseen planets. At dusty but non-imaged stars,
semi-major axes of associated planets can be estimated from the dust
temperature. For some young stars these semi-major axes are greater than an arc
second as seen from Earth. Such stars are excellent targets for sensitive
near-infrared imaging searches for warm planets. To probe the full extent of
the dust and hence of potential planetary orbits, SIRTF observations should
include measurements with the 160mu filter.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 21:05:22 GMT""}]","2009-11-10"
"astro-ph/0311547","Douglas P. Finkbeiner","Douglas P. Finkbeiner","Microwave ISM Emission Observed by WMAP","ApJ in press (accepted 5 Dec 2003), version 2: corrected typos and
  added references. 23 pages, 5 figures, 2 tables. Free-free haze map is
  available at http://skymaps.info","Astrophys.J.614:186-193,2004","10.1086/423482",,"astro-ph",,"  We investigate the nature of the diffuse Galactic emission in the Wilkinson
Microwave Anisotropy Probe (WMAP) temperature anisotropy data. Substantial
dust-correlated emission is observed at all WMAP frequencies, far exceeding the
expected thermal dust emission in the lowest frequency channels (23, 33, 41
GHz). The WMAP team (Bennett et al.) interpret this emission as dust-correlated
synchrotron radiation, attributing the correlation to the natural association
of relativistic electrons produced by SNae with massive star formation in dusty
clouds, and deriving an upper limit of 5% on the contribution of Draine &
Lazarian spinning dust at K-band (23 GHz). We pursue an alternative
interpretation that much, perhaps most, of the dust-correlated emission at
these frequencies is indeed spinning dust, and explore the spectral dependence
on environment by considering a few specific objects as well as the full sky
average. Models similar to Draine & Lazarian spinning dust provide a good fit
to the full-sky data. The full-sky fit also requires a significant component
with free-free spectrum uncorrelated with \Halpha, possibly hot (~million K)
gas within 30 degrees of the Galactic center.
","[{""version"":""v1"",""created"":""Mon, 24 Nov 2003 21:06:37 GMT""},{""version"":""v2"",""created"":""Sat, 13 Dec 2003 07:19:09 GMT""}]","2009-07-09"
