"astro-ph/0310260","Matthieu Tristram","M. Tristram, J.-C. Hamilton, J. F. Macias-Perez, C. Renault","Asymfast, a method for convolving maps with asymmetric main beams","9 pages, 4 figures, Phys. Rev. D, in press","Phys.Rev. D69 (2004) 123008","10.1103/PhysRevD.69.123008",,"astro-ph",,"  We describe a fast and accurate method to perform the convolution of a sky
map with a general asymmetric main beam along any given scanning strategy. The
method is based on the decomposition of the beam as a sum of circular
functions, here Gaussians. It can be easily implemented and is much faster than
pixel-by-pixel convolution. In addition, Asymfast can be used to estimate the
effective circularized beam transfer functions of CMB instruments with
non-symmetric main beam. This is shown using realistic simulations and by
comparison to analytical approximations which are available for Gaussian
elliptical beams. Finally, the application of this technique to Archeops data
is also described. Although developped within the framework of Cosmic Microwave
Background observations, our method can be applied to other areas of
astrophysics.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 16:00:47 GMT""},{""version"":""v2"",""created"":""Tue, 25 May 2004 13:41:42 GMT""}]","2009-11-10"
"astro-ph/0310263","Joshua C. Kempner","Joshua C. Kempner (1), Elizabeth L. Blanton (2), Tracy E. Clarke (2),
  Torsten A. Ensslin (3), Melanie Johnston-Hollitt (4), and Lawrence Rudnick
  (5) ((1) Harvard-Smithsonian Center for Astrophysics, (2) University of
  Virginia, (3) Max-Planck-Institut fuer Astrophysik, (4) Leiden Observatory,
  (5) University of Minnesota)","A Taxonomy of Extended Radio Sources in Clusters of Galaxies","5 pages, to appear in ""The Riddle of Cooling Flows in Galaxies and
  Clusters of Galaxies,"" held in Charlottesvile, VA, May 31 - June 4, 2003, ed.
  T. H. Reiprich, J. C. Kempner, and N. Soker,
  http://www.astro.virginia.edu/coolflow/",,,,"astro-ph",,"  At the request of the conference attendees, we have compiled a classification
of extended radio sources in clusters. These range from scales of tens of
parsecs to over a megaparsec in scale, and include both sources associated with
AGN and sources thought to derive from the electron population in the ionized
ICM. We pay special attention to distinguishing between the types of AGN in the
cores of cooling flow clusters and between the multiple classes of objects
referred to over the years as ``radio relics.'' We suggest new names based on
physical arguments for some of these classes of objects where their commonly
used names are inappropriate or confusing.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 16:16:03 GMT""}]","2007-05-23"
"astro-ph/0310264","H\'ector Juli\'an Mart\'inez","Carlos G. Bornancini (1), Hector J. Martinez (1), Diego G. Lambas (1),
  Wim de Vries (2), Wil van Breugel (2), Carlos De Breuck (3) & Dante Minniti
  (4) ((1) IATE, Observatorio Astronomico Cordoba, Argentina, (2) Lawrence
  Livermore National Laboratories, (3) Institut d'Astrophysique de Paris, (4)
  Departamento de Astronomia y Astrofisica, Pontificia Universidad Catolica,
  Chile)","Clustering and light profiles of galaxies in the environment of 20 Ultra
  Steep Spectrum Radio sources","Accepted for its publication in Astronomical Journal, 9 figures",,"10.1086/380937",,"astro-ph",,"  We have analyzed galaxy properties in the neighborhood of 20 Ultra-Steep
Spectrum Radio sources (USS) taken from the WISH catalog of De Breuck et al.
(2002). Galaxies in these USS fields were identified in deep observations that
were carried out in the K'-band using the OSIRIS imager at the CTIO 4m
telescope. We find a statistically significant signal of clustering around our
sample of USS. The angular extension of the detected USS-galaxy clustering is
theta_c~20"" corresponding to a spatial scale ~120 h^{-1}kpc, assuming the
sources are at z~1 in a Omega_m=0.3, Omega_{\Lambda}=0.7 model universe. These
results are in agreement with those obtained by Best (2000) for radio
galaxy-galaxy correlation, and Best et al. (2003) for radio-loud AGN-galaxy
correlation. We have also analyzed the light distribution of the galaxies by
fitting Sersic's law profiles. Our results show no significant dependence of
the galaxy shape parameters on the projected distance to the USS.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 16:23:10 GMT""}]","2009-11-10"
"astro-ph/0310265","Joshua C. Kempner","Joshua C. Kempner and Laurence P. David (Harvard-Smithsonian Center
  for Astrophysics)","Chandra Observation of the Core of Abell 576","3 pages, 5 figures (2 color), to appear in ""The Riddle of Cooling
  Flows in Galaxies and Clusters of Galaxies,"" held in Charlottesvile, VA, May
  31 - June 4, 2003, ed. T. H. Reiprich, J. C. Kempner, and N. Soker,
  http://www.astro.virginia.edu/coolflow/",,,,"astro-ph",,"  We present data from a Chandra observation of the nearby cluster of galaxies
Abell 576. The core of the cluster shows a significant departure from dynamical
equilibrium. We show that this core gas is most likely the remnant of a merging
subcluster, which has been stripped of much of its gas, depositing a stream of
gas behind it in the main cluster. The unstripped remnant of the subcluster is
characterized by a different temperature, density and metalicity than that of
the surrounding main cluster, suggesting its distinct origin. Continual
dissipation of the kinetic energy of this minor merger may be sufficient to
counteract most cooling in the main cluster over the lifetime of the merger
event.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 16:29:52 GMT""}]","2007-05-23"
"astro-ph/0310266","Cristina Popescu","Cristina C. Popescu (1), Richard. J. Tuffs (1), Nikolaos D. Kylafis
  (2), Barry F. Madore (3,4) ((1) MPIK Heidelberg, (2) University of Crete,
  Heraklion, (3) NASA/IPAC Extragalactic Database, (4) Carnegie Observatories,
  Pasadena)","Far Infrared mapping of NGC 891","accepted for publication in Astronomy & Astrophysics","Astron.Astrophys.414:45-52,2004","10.1051/0004-6361:20031581",,"astro-ph",,"  We present deep maps of dust emission from the edge-on spiral galaxy NGC 891,
obtained with the ISOPHOT instrument on board the Infrared Space Observatory in
broad band filters with reference wavelengths centered on 170 and 200 micron.
Using new processing methods to remove the effects of detector transients from
the data, we detect cold dust at high dynamic range. The observed surface
brightness distribution and colour profile of the far-infrared (FIR) emission
are found to be in good agreement with predictions for their counterparts
derived from the model of Popescu et al. (2000a). Thus, NGC 891 is the first
galaxy for which an intrinsic distribution of dust and stars could be found
which simultaneously accounts for both the optical/near-IR and FIR
morphologies.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 17:30:53 GMT""}]","2011-05-10"
"astro-ph/0310267","Ross McLure","R.J.McLure, J.S. Dunlop","The cosmological evolution of quasar black-hole masses","15 pages, 10 figures, revised version, accepted for publication by
  MNRAS","Mon.Not.Roy.Astron.Soc.352:1390,2004","10.1111/j.1365-2966.2004.08034.x",,"astro-ph",,"  Virial black-hole mass estimates are presented for 12698 quasars in the
redshift interval 0.1<z<2.1, based on modelling of spectra from the Sloan
Digital Sky Survey (SDSS) first data release. The black-hole masses of the SDSS
quasars are found to lie between $\simeq10^{7}\Msun$ and an upper limit of
$\simeq 3\times 10^{9}\Msun$, entirely consistent with the largest black-hole
masses found to date in the local Universe. The estimated Eddington ratios of
the broad-line quasars (FWHM\geq 2000 kms^{-1}) show a clear upper boundary at
$L_{bol}/L_{Edd}\simeq 1$, suggesting that the Eddington luminosity is still a
relevant physical limit to the accretion rate of luminous broad-line quasars at
$z\leq 2$. By combining the black-hole mass distribution of the SDSS quasars
with the 2dF quasar luminosity function, the number density of active black
holes at $z\simeq 2$ is estimated as a function of mass. In addition, we
independently estimate the local black-hole mass function for early-types using
the $M_{bh}-\sigma$ and $M_{bh}-L_{bulge}$ correlations. Based on the SDSS
velocity dispersion function and the 2MASS $K-$band luminosity function, both
estimates are found to be consistent at the high-mass end ($M_{bh}\geq
10^{8}\Msun$). By comparing the estimated number density of active black holes
at $z\simeq 2$ with the local mass density of dormant black holes, we set lower
limits on the quasar lifetimes and find that the majority of black holes with
mass $\geq 10^{8.5}\Msun$ are in place by $\simeq 2$.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 16:45:48 GMT""},{""version"":""v2"",""created"":""Wed, 19 May 2004 12:21:05 GMT""}]","2008-11-26"
"astro-ph/0310268","Gabriella De Lucia","Gabriella De Lucia, Guinevere Kauffmann and Simon D. M. White (MPA
  Garching)","Chemical enrichment of the intra-cluster and intergalactic medium in a
  hierarchical galaxy formation model","Accepted for publication in MNRAS. 17 pages, 13 figures. Minor
  changes to submitted version","Mon.Not.Roy.Astron.Soc.349:1101,2004","10.1111/j.1365-2966.2004.07584.x",,"astro-ph",,"  (Abridged) We use a combination of high resolution N-body simulations and
semi-analytic techniques to follow the formation, the evolution and the
chemical enrichment of cluster galaxies in a Lambda-CDM Universe. We model the
transport of metals between the stars, the cold gas in galaxies, the hot gas in
dark matter haloes, and the intergalactic gas outside virialized haloes. We
have compared three different feedback schemes. The `retention' model assumes
that material reheated by supernova explosions is able to leave the galaxy, but
not the dark matter halo. The `ejection' model assumes that this material
leaves the halo and is then re-incorporated when structure collapses on larger
scales. The `wind' model uses prescriptions that are motivated by observations
of local starburst galaxies. We require that our models reproduce the cluster
LF from the 2dF survey, the relations between stellar mass, gas mass and
metallicity inferred from new SDSS data, and the observed amount of metals in
the ICM. With suitable adjustment of the free parameters in the model, a
reasonable fit to the observational results at redshift zero can be obtained
for all three feedback schemes. All three predict that the chemical enrichment
of the ICM occurs at high redshift with 60-80 per cent of the metals currently
in the ICM ejected at redshifts larger than 1. Massive galaxies are important
contributors to the chemical pollution. The observed decline in baryon fraction
from rich clusters to galaxy groups is reproduced only in an `extreme' ejection
scheme, where material ejected from dark matter haloes is re-incorporated on a
timescale comparable to the age of the Universe. We explore how the metal
abundance in the intergalactic medium as a function of redshift can constraint
how and when galaxies ejected their metals.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 17:00:31 GMT""},{""version"":""v2"",""created"":""Thu, 8 Jan 2004 11:16:56 GMT""}]","2008-11-26"
"astro-ph/0310269","Hans-Reinhard Mueller","Hans-Reinhard M\""uller, Florian Kerber, Thomas Rauch and Eva-Maria
  Pauli","Influence of the Interstellar Medium on the Shaping of Planetary Nebulae","4 pages, 3 figures; to appear in ""Asymmetric Planetary Nebulae III"",
  M. Meixner, J. Kastner, N. Soker, B. Balick (Eds.), ASP Conf. Series","ASP Conf. Series 313, 292 (2004)",,,"astro-ph",,"  The interaction of the ISM with the evolution of PNe is studied for cases
where there is a large relative velocity between ISM and central star, for
example for high-proper motion PNe. In such cases the ISM wind already
interacts strongly with the AGB wind, and extensive PN asymmetries result.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 17:20:54 GMT""}]","2007-05-23"
"astro-ph/0310270","Markos Georganopoulos","Markos Georganopoulos","Understanding the Chandra detected X-ray emission of the knots and hot
  spots of powerful extragalactic jets","Invited review at the Vulcano meeting on 'Multifrequency Behavior of
  High Energy Cosmic Sources', May 2003, published in Chin. J. Astron.
  Astrophys. 2003, F. Giovannelli (ed.), 10 pages",,"10.1088/1009-9271/3/S1/404",,"astro-ph",,"  I present here a short personal view of our understanding of the Chandra
detected knots and hot spots of powerful Fanaroff Rilley (FR) II radio galaxies
and quasars in the context of leptonic models. Observations of the knots and
hot spots strongly suggest that the jets in these powerful sources retain their
relativistic velocities at large scales, all the way to the hot spots. The
emission mechanism suggested for the knots of quasars and FR II radio galaxies
is external Compton (EC) off the cosmic microwave backgounrd (CMB) from a
relativistic flow, while for the hotspots Upstream Compton (UC) scattering from
a decelerating relativistic flow.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 17:28:19 GMT""}]","2017-11-01"
"astro-ph/0310271","Jeroen Homan","Jeroen Homan, Rudy Wijnands, Maureen van den Berg","XMM-Newton light curves of the low-mass X-ray binary EXO 0748--676:
  dips, eclipses, and bursts","Accepted for publication in A&A, 14 pages","Astron.Astrophys. 412 (2003) 799-812","10.1051/0004-6361:20031484",,"astro-ph",,"  We present an analysis of XMM-Newton light curves of the dipping, bursting,
and eclipsing low-mass X-ray binary EXO 0748-676, focusing on the variability
on time scales of seconds to hours. The observed variability can be roughly
divided in three types: dips, eclipses and bursts. We find that the appearance
of the latter two, depends strongly on the strength of the first. We show that
the absorption dips change from spectrally hard to spectrally soft as they
become deeper, which supports suggestions that the source is composed of a
spectrally hard compact source and a spectrally soft extended source. The fast
variability in the soft light curve indicates that the large structures causing
the dips are made up of smaller absorption cores. We present the first clear
detection with XMM-Newton of eclipses below 2 keV in this source, and show that
dipping activity is apparently unrelated to the source luminosity. We also test
several proposed models for the spectral evolution during dips and confirm the
presence of a scatter/reflection component in the eclipse spectrum.
","[{""version"":""v1"",""created"":""Thu, 9 Oct 2003 17:47:38 GMT""}]","2009-11-10"
