"astro-ph/0310113","John K. Cannizzo","J.K. Cannizzo (UMBC), N. Gehrels (NASA), E. T. Vishniac (JHU)","A Numerical Gamma-Ray Burst Simulation Using Three-Dimensional
  Relativistic Hydrodynamics: The Transition from Spherical to Jet-like
  Expansion","30 pages, 10 Postscript figures, uses aasms4.sty","Astrophys.J. 601 (2004) 380-390","10.1086/380436",,"astro-ph",,"  We present the first unrestricted, three-dimensional relativistic
hydrodynamical calculations of the blob of gas associated with the jet
producing a gamma-ray burst. We investigate the deceleration phase of the blob
corresponding to the time when afterglow radiation is produced, concentrating
on the transition in which the relativistic beaming 1/gamma goes from being
less than theta, where gamma is the bulk Lorentz factor and theta is the
angular width of the jet, to 1/gamma > theta. We study the time dependent
evolution of the physical parameters associated with the jet, both parallel to
the direction of motion and perpendicular to it. We calculate light curves for
observers at varying angles with respect to the velocity vector of the blob,
assuming optically thin emission that scales with the local pressure. Our main
findings are that (i) gas ahead of the advancing blob does not accrete onto and
merge with the blob material but rather flows around the blob, (ii) the decay
light curve steepens at a time corresponding roughly to 1/gamma equals theta
(in accord with earlier studies), and (iii) the rate of decrease of the forward
component of momentum in the blob is well-fit by a simple model in which the
gas in front of the blob exerts a drag force on the blob, and the cross
sectional area of the blob increases quadratically with laboratory time (or
distance).
","[{""version"":""v1"",""created"":""Sat, 4 Oct 2003 18:50:19 GMT""}]","2009-11-10"
"astro-ph/0310114","Maciej Konacki","Guillermo Torres, Maciej Konacki, Dimitar D. Sasselov and Saurabh Jha","New Data and Improved Parameters for the Transiting Planet OGLE-TR-56b","submitted to ApJL","Astrophys.J. 609 (2004) 1071-1075","10.1086/421286",,"astro-ph",,"  We report new spectroscopic observations of the recently discovered
transiting planet OGLE-TR-56b with the Keck/HIRES instrument. Our radial
velocity measurements with errors of ~100 m/s show clear variations that are in
excellent agreement with the phasing (period and epoch) derived from the OGLE
transit photometry, confirming the planetary nature of the companion. The new
data combined with measurements from the previous season allow an improved
determination of the mass of the planet, M_p = 1.45 +/- 0.23 M_Jup. All
available OGLE photometry, including new measurements made this season, have
also been analyzed to derive an improved value for the planetary radius of R_p
= 1.23 +/- 0.16 R_Jup. We discuss the implications of these results for the
theory of extrasolar planets.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 01:50:49 GMT""}]","2009-11-10"
"astro-ph/0310115","Chris Blake","Chris Blake, Tom Mauch & Elaine M. Sadler","Angular clustering in the SUMSS radio survey","8 pages, 9 figures, accepted for publication by MNRAS","Mon.Not.Roy.Astron.Soc. 347 (2004) 787","10.1111/j.1365-2966.2004.07240.x",,"astro-ph",,"  We measure the angular correlation function of radio galaxies selected by the
843 MHz Sydney University Molonglo Sky Survey (SUMSS). We find that the
characteristic imprint of large-scale structure is clearly detectable, and that
the survey is very uniform. Through comparison with similar analyses for other
wide-area radio surveys - the 1400 MHz NRAO VLA Sky Survey (NVSS) and the 325
MHz Westerbork Northern Sky Survey (WENSS) - we are able to derive consistent
angular clustering parameters, including a steep slope for the clustering
function, $w(\theta) \propto \theta^{-1.1}$. We revise upwards previous
estimates of the NVSS clustering amplitude, and find no evidence for dependence
of clustering properties on radio frequency. It is important to incorporate the
full covariance matrix when fitting parameters to the measured correlation
function. Once the redshift distribution for mJy radio galaxies has been
determined, these projected clustering measurements will permit a robust
description of large-scale structure at $z \sim 0.8$, the median redshift of
the sources.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 07:58:51 GMT""}]","2009-11-10"
"astro-ph/0310116","Ernst Paunzen","J.-C. Mermilliod (1), E. Paunzen (2) ((1) Institut d'Astronomie de
  l'Universite de Lausanne, Chavannes-des-Bois, Switzerland, (2) Institut fuer
  Astronomie der Universitaet Wien, Tuerkenschanzstr, Wien, Austria)","Analysing the database for stars in open clusters I. General methods and
  description of the data","8 pages, 4 figures, accepted by A&A","Astron.Astrophys. 410 (2003) 511-518","10.1051/0004-6361:20031112",,"astro-ph",,"  We present an overview and statistical analysis of the data included in
WEBDA. This database includes valuable information such as coordinates,
rectangular positions, proper motions, photometric as well as spectroscopic
data, radial and rotational velocities for objects of open clusters in our
Milky Way. It also contains miscellaneous types of data like membership
probabilities, orbital elements of spectroscopic binaries and periods of
variability for different kinds of variable stars. Our final goal is to derive
astrophysical parameters (reddening, distance and age) of open clusters based
on the major photometric system which will be presented in a follow-up paper.
For this purpose we have chosen the Johnson UBV, Cousins VRI and Stroemgren
uvbybeta photometric systems for a statistical analysis of published data sets
included in WEBDA. Our final list contains photographic, photoelectric and CCD
data for 469820 objects in 573 open clusters. We have checked the internal
(data sets within one photometric system and the same detector technique) and
external (different detector technique) accuracy and conclude that more than
97% of all investigated data exhibit a sufficient accuracy for our analysis.
The way of weighting and averaging the data is described. In addition, we have
compiled a list of deviating measurements which is available to the community
through WEBDA.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 09:54:03 GMT""}]","2009-11-10"
"astro-ph/0310117","Seppo Mattila","S. Mattila (1), W.P.S. Meikle (2), R. Greimel (3)((1) Stockholm
  Observatory, (2) Imperial College, (3) Isaac Newton Group of Telescopes)","Highly extinguished supernovae in the nuclear regions of starburst
  galaxies","8 pages, in ""Supernovae and dust"" (Paris, May 2003), eds. F. Combes,
  A.-L. Melchior. To be published by New Astronomy","New Astron.Rev. 48 (2004) 595-600","10.1016/j.newar.2003.12.033",,"astro-ph",,"  A handful of nearby supernovae (SNe) with visual extinctions of a few
magnitudes have recently been discovered. However, an undiscovered population
of much more highly extinguished (A(V) > 10) core-collapse supernovae (CCSNe)
is likely to exist in the nuclear (central kpc) regions of starburst galaxies.
The high dust extinction means that optical searches for such SNe are unlikely
to be successful. Here, we present preliminary results from our ongoing
near-infrared Ks-band search programme for nuclear SNe in nearby starburst
galaxies. We also discuss searches for SNe in Luminous and Ultraluminous
Infrared Galaxies.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 11:10:22 GMT""}]","2009-11-10"
"astro-ph/0310118","Gerardo Iovane","G.Iovane","Varying G, accelerating Universe, and other relevant consequences of a
  Stochastic Self-Similar and Fractal Universe","15 pages, 2 figures, accepted by Chaos, Solitons & Fractals","Chaos Solitons Fractals 20 (2004) 657-667","10.1016/j.chaos.2003.09.036",,"astro-ph",,"  In this paper the time dependence of G is presented. It is a simple
consequence of the Virial Theorem and of the self-similarity and fractality of
the Universe. The results suggest a Universe based on El Naschie's Cantorian
space-time. Moreover, we show the importance of the Golden Mean in respect to
the large scale structures. Thanks to this study the mass distribution at large
scales and the correlation function are explained and are natural consequences
of the evaluated varying G. We demonstrate the agreement between the present
hypotheses of segregation with a size of astrophysical structures, by using a
comparison between quantum quantities and astrophysical ones. It appears clear
that the Universe has a memory of its quantum origin. This appears in the G
dependence too. Moreover, we see that a G=G(t) in El Naschie's Cantorian
space-time can imply an accelerated Universe.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 12:31:00 GMT""}]","2015-06-24"
"cond-mat/0310088","Randall W. Hall","Randall W. Hall and Peter G. Wolynes","Reply to Comment on ""Microscopic theory of network glasses""","To appear in Phys. Rev. Lett",,,,"cond-mat.mtrl-sci cond-mat.dis-nn",,"  In a Comment (cond-mat/0310030) on our recent paper on network glasses (Phys.
Rev. Lett., 2003, 90, 085505), Micoulaut and Boolchand (MB) compare our
predictions on glass transitions in network systems for the ratios of the
transition temperatures TA/TG and TK/TG with experimental data. They claim
significant differences between experiment and theory are seen and claim the
lack of agreement is due to flaws in our theory. Their comparison of TA/TG is
incorrect as they do not measure the same quantity that our theory predicts.
The TK/TG comparison shows remarkable agreement between theory and experiment.
","[{""version"":""v1"",""created"":""Sat, 4 Oct 2003 22:10:31 GMT""}]","2007-05-23"
"cond-mat/0310089","Chyh-Hong Chern","Chyh-Hong Chern, Han-Dong Chen, Congjun Wu, Jiang-Ping Hu, and
  Shou-Cheng Zhang","Non-abelian Berry's phase and Chern numbers in higher spin pairing
  condensates",,"Phys. Rev. B 69, 214512 (2004)","10.1103/PhysRevB.69.214512",,"cond-mat.supr-con cond-mat.mes-hall",,"  We show that the non-Abelian Berry phase emerges naturally in the s-wave and
spin quintet pairing channel of spin-3/2 fermions. The topological structure of
this pairing condensate is characterized by the second Chern number. This
topological structure can be realized in ultra-cold atomic systems and in solid
state systems with at least two Kramers doublets.
","[{""version"":""v1"",""created"":""Sat, 4 Oct 2003 23:20:57 GMT""},{""version"":""v2"",""created"":""Mon, 26 Jan 2004 22:20:12 GMT""}]","2009-11-10"
"cs/0310002","Suresh Venkatasubramanian","Suresh Venkatasubramanian","The Graphics Card as a Streaming Computer","2 pages: corrected missing bibliographic references","In SIGMOD Workshop on Management and Processing of Massive Data
  (June 2003)",,,"cs.GR cs.AR",,"  Massive data sets have radically changed our understanding of how to design
efficient algorithms; the streaming paradigm, whether it in terms of number of
passes of an external memory algorithm, or the single pass and limited memory
of a stream algorithm, appears to be the dominant method for coping with large
data.
  A very different kind of massive computation has had the same effect at the
level of the CPU. The most prominent example is that of the computations
performed by a graphics card. The operations themselves are very simple, and
require very little memory, but require the ability to perform many
computations extremely fast and in parallel to whatever degree possible. What
has resulted is a stream processor that is highly optimized for stream
computations. An intriguing side effect of this is the growing use of a
graphics card as a general purpose stream processing engine. In an
ever-increasing array of applications, researchers are discovering that
performing a computation on a graphics card is far faster than performing it on
a CPU, and so are using a GPU as a stream co-processor.
","[{""version"":""v1"",""created"":""Sun, 5 Oct 2003 06:30:56 GMT""},{""version"":""v2"",""created"":""Tue, 7 Oct 2003 18:36:30 GMT""}]","2007-05-23"
"gr-qc/0310024","Felix Finster","Felix Finster, Niky Kamran, Joel Smoller, and Shing-Tung Yau","An Integral Spectral Representation of the Propagator for the Wave
  Equation in the Kerr Geometry","41 pages, 4 figures, minor corrections","Commun.Math.Phys. 260 (2005) 257-298","10.1007/s00220-005-1390-x",,"gr-qc astro-ph math-ph math.MP",,"  We consider the scalar wave equation in the Kerr geometry for Cauchy data
which is smooth and compactly supported outside the event horizon. We derive an
integral representation which expresses the solution as a superposition of
solutions of the radial and angular ODEs which arise in the separation of
variables. In particular, we prove completeness of the solutions of the
separated ODEs.
  This integral representation is a suitable starting point for a detailed
analysis of the long-time dynamics of scalar waves in the Kerr geometry.
","[{""version"":""v1"",""created"":""Sat, 4 Oct 2003 22:52:51 GMT""},{""version"":""v2"",""created"":""Fri, 23 Jul 2004 09:44:11 GMT""},{""version"":""v3"",""created"":""Tue, 12 Apr 2005 17:53:12 GMT""},{""version"":""v4"",""created"":""Wed, 6 Jul 2005 16:21:51 GMT""},{""version"":""v5"",""created"":""Thu, 6 Mar 2008 20:20:13 GMT""}]","2009-11-10"
