"astro-ph/0307147","Knud Jahnke","L. Wisotzki (1,2), T. Becker (1), L. Christensen (1), A. Helms (2), K.
  Jahnke (1), A. Kelz (1), M. M. Roth (1), S. F. Sanchez (1), ((1)
  Astrophysikalisches Institut Potsdam, (2) Potsdam University)","Integral-field spectroscopy of the quadruple QSO HE 0435-1223: Evidence
  for microlensing","9 pages, 7 figures, accepted for publication in A&A","Astron.Astrophys.408:455-464,2003","10.1051/0004-6361:20031004",,"astro-ph",,"  We present the first spatially resolved spectroscopic observations of the
recently discovered quadruple QSO and gravitational lens HE0435-1223. Using the
Potsdam Multi-Aperture Spectrophotometer (PMAS), we show that all four QSO
components have very similar but not identical spectra. In particular, the
spectral slopes of components A, B, and D are indistinguishable, implying that
extinction due to dust plays no major role in the lensing galaxy. While also
the emission line profiles are identical within the error bars, as expected
from lensing, the equivalent widths show significant differences between
components. Most likely, microlensing is responsible for this phenomenon. This
is also consistent with the fact that component D, which shows the highest
relative continuum level, has brightened by 0.07 mag since Dec 2001. We find
that the emission line flux ratios between the components are in better
agreement with simple lens models than broad band or continuum measurements,
but that the discrepancies between model and data are still unacceptably large.
Finally, we present a detection of the lensing galaxy, although this is close
to the limits of the data. Comparing with a model galaxy spectrum, we obtain a
redshift estimate of z_lens=0.44+-0.02.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 16:08:39 GMT""}]","2009-11-10"
"astro-ph/0307148","Joaqu\'in Gonz\'alez-Nuevo","F. Arg\""ueso (1), J. Gonz\'alez-Nuevo (2), and L. Toffolatti (2) ((1)
  Departamento de Matematicas, Universidad de Oviedo, Spain, (2) Departamento
  de Fisica, Universidad de Oviedo, Spain)","Contributions of point extragalactic sources to the Cosmic Microwave
  Background bispectrum","26 pages, 6 Figures, use AasTex5.0, ApJ, in press, Oct. 10, 2003
  Issue","Astrophys.J.598:86-96,2003","10.1086/377731",,"astro-ph",,"  All the analyses of Cosmic Microwave Background (CMB) temperature maps
up--to--date show that CMB anisotropies follow a Gaussian distribution. On the
other hand, astrophysical foregrounds which hamper the detection of the CMB
angular power spectrum, are not Gaussian distributed on the sky. Therefore,
they should give a sizeable contribution to the CMB bispectrum. In fact, the
first year data of the Wilkinson Microwave Anisotropy Probe (WMAP) mission have
allowed the {\it first} detection of the extragalactic source contribution to
the CMB bispectrum at 41 GHz and, at the same time, much tighter limits than
before to non--Gaussian primordial fluctuations. In view of the above and for
achieving higher precision in current and future CMB measurements of
non--Gaussianity, in this paper we discuss a comprehensive assessment of the
bispectrum due to either uncorrelated and clustered extragalactic point sources
in the whole frequency interval around the CMB intensity peak. Our
calculations, based on current cosmological evolution models for sources, show
that the reduced angular bispectrum due to point sources, $b_{ps}$, should be
detectable in all WMAP and Planck frequency channels. We also find agreement
with the results on $b_{ps}$ at 41 GHz coming from the analysis of the first
year WMAP data. Moreover, by comparing $b_{ps}$ with the primordial reduced CMB
bispectrum, we find that only the peak value of the primordial bispectrum
(which appears at $l\simeq 200$) results greater than $b_{ps}$ in a frequency
window around the intensity peak of the CMB. The amplitude of this window
basically depends on the capability of the source detection algorithms (i.e.,
on the achievable flux detection limit, $S_{lim}$, for sources).
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 16:33:26 GMT""}]","2008-11-26"
"astro-ph/0307149","Gregory Rudnick","Gregory Rudnick, Hans-Walter Rix, Marijn Franx, Ivo Labbe, Michael
  Blanton, Emanuele Daddi, Natascha M. Foerster Schreiber, Alan Moorwood, Huub
  Rottgering, Ignacio Trujillo, Arjen van de Wel, Paul van der Werf, Pieter G.
  van Dokkum, & Lottie van Starkenburg","The Rest-Frame Optical Luminosity Density, Color, and Stellar Mass
  Density of the Universe from z=0 to z=3","19 pages, 12 figures, Accepted for Publication in the Dec. 20, 2003
  edition of the Astrophysical Journal. Minor changes made to match the
  accepted version including short discussions on the effects of clustering and
  on possible systematic effects resulting from photometric redshift errors","Astrophys.J.599:847-864,2003","10.1086/379628",,"astro-ph",,"  We present the evolution of the rest-frame optical luminosity density, of the
integrated rest-frame optical color, and of the stellar mass density for a
sample of Ks-band selected galaxies in the HDF-S. We derived the luminosity
density in the rest-frame U, B, and V-bands and found that the luminosity
density increases by a factor of 1.9+-0.4, 2.9+-0.6, and 4.9+-1.0 in the V, B,
and U rest-frame bands respectively between a redshift of 0.1 and 3.2. We
derived the luminosity weighted mean cosmic (U-B)_rest and (B-V)_rest colors as
a function of redshift. The colors bluen almost monotonically with increasing
redshift; at z=0.1, the (U-B)_rest and (B-V)_rest colors are 0.16 and 0.75
respectively, while at z=2.8 they are -0.39 and 0.29 respectively. We derived
the luminosity weighted mean M/LV using the correlation between (U-V)_rest and
log_{10} M/LV which exists for a range in smooth SFHs and moderate extinctions.
We have shown that the mean of individual M/LV estimates can overpredict the
true value by ~70% while our method overpredicts the true values by only ~35%.
We find that the universe at z~3 had ~10 times lower stellar mass density than
it does today in galaxies with LV>1.4 \times 10^{10} h_{70}^-2 Lsol. 50% of the
stellar mass of the universe was formed by $z~1-1.5. The rate of increase in
the stellar mass density with decreasing redshift is similar to but above that
for independent estimates from the HDF-N, but is slightly less than that
predicted by the integral of the SFR(z) curve.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 16:40:58 GMT""},{""version"":""v2"",""created"":""Tue, 9 Sep 2003 11:25:03 GMT""}]","2008-11-26"
"astro-ph/0307150","Alastair Edge","Alastair C. Edge","X-ray Surveys of Low-redshift Clusters","14 pages, 2 figures Carnegie Observatories Astrophysics Series, Vol.
  3: Clusters of Galaxies: Probes of Cosmological Structure and Galaxy
  Evolution, ed. J. S. Mulchaey, A. Dressler, and A. Oemler (Cambridge:
  Cambridge Univ. Press)",,,,"astro-ph",,"  The selection of clusters of galaxies through their X-ray emission has proved
to be an extremely powerful technique over the past four decades. The growth of
X-ray astronomy has provided the community with a steadily more detailed view
of the intracluster medium in clusters. In this review I will assess how far
X-ray surveys of clusters have progressed and how far they still have to
travel.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 17:01:05 GMT""}]","2007-05-23"
"astro-ph/0307151","Greg Taylor","G. B. Taylor and A. B. Peck","Identifying Compact Symmetric Objects in the Southern Sky","accepted to ApJ","Astrophys.J.597:157-165,2003","10.1086/378267",,"astro-ph",,"  We present results of multifrequency polarimetric VLBA observations of 20
compact radio sources. The observations represent the northern and southern
extensions of a large survey undertaken to identify Compact Symmetric Objects
(CSOs) Observed in the Northern Sky (COINS). CSOs are young radio galaxies
whose jet axes lie close to the plane of the sky, and whose appearance is
therefore not dominated by relativistic beaming effects. The small linear sizes
of CSOs make them valuable for studies of both the evolution of radio galaxies
and testing unified schemes for active galactic nuclei (AGN). In this paper we
report on observations made of 20 new CSO candidates discovered in the northern
and southern extremities of the VLBA Calibrator Survey. We identify 4 new CSOs,
and discard 12 core-jet sources. The remaining 4 sources remain candidates
pending further investigation. We present continuum images at 5 GHz and 15 GHz
and, where relevant, images of the polarized flux density and spectral index
distributions for the 8 new CSOs and CSO candidates.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 17:21:44 GMT""}]","2009-11-10"
"astro-ph/0307152","Martin G. H. Krause","Martin G.H. Krause, Max Camenzind","Large Scale Simulations of Jets in Dense and Magnetised Environments","accepted for publication in the transactions of the HLRS 2003,
  Springer lecture notes Replacement due to a few minor orthographic mistakes",,,,"astro-ph",,"  We report two simulations that have been carried out at the SX-5 at HLRS
(Stuttgart). One simulation is axisymmetric and purely hydrodynamic, but with a
resolution of 20 points per beam-radius (ppb). The bipolar jet is injected in
the center of a spherically symmetric King profile, initially underdense to its
environment by a factor of 10,000. As expected from our previous work, the jet
starts with producing a spherical bubble around it, bounded by the bow shock.
The bubble slowly elongates, first with roughly elliptical shape, and then
forms narrower extensions in beam direction. The final aspect ratio of the bow
shock is 1.8. We have transformed the results on a 3D-rectangular grid and
integrated the emission properties to compare the results with observed central
cluster radio galaxies. In the particular case of Cygnus A, we come to
convincing consistency, morphologically, regarding the size of the influenced
region by the jet, size, and cylindrical shape of the radio cocoon, and source
age. This strongly supports our earlier hypothesis on the nature of the jet in
Cygnus A, and the derived constraints on other jet parameters like a power of
$8 \times 10^{46}$ erg/s and an age of 27 Myr. But, the simulation also clearly
shows the shortcoming of the model: The jet's beam is very unstable, reaching
the tip of the bow shock only very seldom. Also, the contact discontinuity
between shocked beam plasma and shocked ambient gas is quite disrupted by the
action of the Kelvin-Helmholtz-instability. This is not seen in observations,
and necessitates the presence of dynamically important magnetic fields or an at
least moderately relativistic flow, or both. [abridged]
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 17:22:37 GMT""},{""version"":""v2"",""created"":""Wed, 9 Jul 2003 12:00:54 GMT""}]","2007-05-23"
"astro-ph/0307153","Javier Gorosabel","J. Gorosabel, S. Klose, L. Christensen, J.P.U. Fynbo, J. Hjorth, J.
  Greiner, N. Tanvir, B.L. Jensen, H. Pedersen, S.T. Holland, N. Lund, A.O.
  Jaunsen, J. M. Castro Cer\'on, A.J. Castro-Tirado, A. Fruchter, E. Pian, P.M.
  Vreeswijk, I.Burud, F. Frontera, L. Kaper, C. Kouveliotou, N. Masetti, E.
  Palazzi, J. Rhoads, E. Rol, I. Salamanca, R.A.M.J. Wijers, E. van den Heuvel","The blue host galaxy of the red GRB 000418","12 pages with 6 encapsulated PostScript figures. Definitive version
  published in Astronomy & Astrophysics","Astron.Astrophys.409:123-133,2003","10.1051/0004-6361:20031047",,"astro-ph",,"  We report on multi-band (UBVRIZJsKs) observations of the host galaxy of the
April 18, 2000 gamma-ray burst. The Spectral Energy Distribution (SED) is
analysed by fitting empirical and synthetic spectral templates. We find that:
(i) the best SED fit is obtained with a starburst template, (ii) the
photometric redshift is consistent with the spectroscopic redshift, (iii) the
colours of the host are inconsistent with an old stellar population, and (iv)
the global extinction is constrained to be in the range Av=0.12-0.61 mag. The
derived global extinction agrees with the one reported for the afterglow
(Av=0.4-0.9 mag), suggesting a homogeneous distribution of the interstellar
medium (ISM) in the host galaxy. These findings are supplemented by
morphological information from Hubble Space Telescope (HST) imaging: the
surface brightness profile is smooth, symmetric and compact with no underlying
structures (like dust lanes, spiral arms or disks). A natural scenario which
accounts of all the above results is a nuclear starburst that harbours a young
population of stars from which the GRB originated.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 17:53:39 GMT""},{""version"":""v2"",""created"":""Tue, 23 Sep 2003 23:12:16 GMT""}]","2008-11-26"
"astro-ph/0307154","Joshua Simon","Joshua D. Simon, Alberto D. Bolatto, Adam Leroy, Leo Blitz (UC
  Berkeley)","High-Resolution Measurements of the Dark Matter Halo of NGC 2976:
  Evidence for a Shallow Density Profile","30 pages, 4 tables, 13 figures (7 in color; Figures 1 and 3 are
  low-resolution to save space). Accepted for publication in ApJ. Version with
  full-resolution figures available at
  http://astro.berkeley.edu/~bolatto/ngc2976rotation.ps (46 MB)","Astrophys.J.596:957-981,2003","10.1086/378200",,"astro-ph",,"  We have obtained two-dimensional velocity fields of the dwarf spiral galaxy
NGC 2976 in Halpha and CO. The high spatial (~75 pc) and spectral (13 km/s and
2 km/s, respectively) resolution of these observations, along with our
multicolor optical and near-infrared imaging, allow us to measure the shape of
the density profile of the dark matter halo with good precision. We find that
the total (baryonic plus dark matter) mass distribution of NGC 2976 follows a
rho_tot ~ r^(-0.27 +/- 0.09) power law out to a radius of 1.8 kpc, assuming
that the observed radial motions provide no support. The density profile
attributed to the dark halo is even shallower, consistent with a nearly
constant density of dark matter over the entire observed region. A maximal disk
fit yields an upper limit to the K-band stellar mass-to-light ratio (M*/L_K) of
0.09^{+0.15}_{-0.08} M_sun/L_sun,K (including systematic uncertainties), with
the caveat that for M*/L_K > 0.19 M_sun/L_sun,K the dark matter density
increases with radius, which is unphysical. Assuming 0.10 M_sun/L_sun,K <
M*/L_K < 0.19 M_sun/L_sun,K, the dark matter density profile lies between
rho_dm ~ r^-0.17 and rho_dm ~ r^-0.01. Therefore, independent of any
assumptions about the stellar disk or the functional form of the density
profile, NGC 2976 does not contain a cuspy dark matter halo. We also
investigate some of the systematic effects that can hamper rotation curve
studies, and show that 1) longslit rotation curves are far more vulnerable to
systematic errors than two-dimensional velocity fields, 2) NGC 2976 contains
large radial motions at small radii, and 3) the Halpha and CO velocity fields
of NGC 2976 agree within their uncertainties. [slightly abridged]
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 21:03:29 GMT""}]","2009-11-10"
"astro-ph/0307155","James M. De Buizer","James M. De Buizer (1 and 2), James T. Radomski (3), Charles M.
  Telesco (3), Robert K. Pina (3 and 4) ((1) Gemini Observatory, (2) Cerro
  Tololo Inter-American Observatory, (3) University of Florida, (4) Photon
  Research Associates, Inc.)","A Search for Mid-Infrared Emission from Hot Molecular Core Candidates","19 pages, 17 figures, to appear in ApJ. Also available at
  http://www.ctio.noao.edu/~debuizer/","Astrophys.J.598:1127-1139,2003","10.1086/378949",,"astro-ph",,"  We present here mid-infrared images of seven sites of water maser emission
thought to be associated with the hot molecular core (HMC) phase of massive
star formation. Observations were obtained at the NASA InfraRed Telescope
Facility 3-m, the Gemini 8-m, and Keck II 10-m telescopes. We have detected
mid-infrared sources at the locations of two HMC candidates, G11.94-0.62 and
G45.07-0.13. We observed G19.61-0.23 and G34.26+0.15, each of which have HMCs
previously detected in the mid-infrared. We did not detect mid-infrared
emission from either HMC source, and we place new upper limits on the
mid-infrared flux densities for these HMCs that are much lower than their
previously reported flux densities. We were able to obtain extremely accurate
astrometry for our mid-infrared images of G9.62+0.19, and conclude that the
mid-infrared emission thought to be coming from the HMC in this field is in
fact coming from a different source altogether.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 21:08:18 GMT""}]","2009-11-10"
"astro-ph/0307156","Vincent L. Fish","Vincent L. Fish (1), Mark J. Reid (1), Alice L. Argon (1) and Karl M.
  Menten (2) ((1) Harvard-Smithsonian Center for Astrophysics, (2)
  Max-Planck-Institut fuer Radioastronomie)","Interstellar Hydroxyl Masers in the Galaxy. II. Zeeman Pairs and the
  Galactic Magnetic Field","37 pages AASTeX, including 6 figures, to appear in ApJ","Astrophys.J.596:328-343,2003","10.1086/377081",,"astro-ph",,"  We have identified and classified Zeeman pairs in the survey by Argon, Reid,
& Menten of massive star-forming regions with 18 cm (2 Pi 3/2, J = 3/2) OH
maser emission. We have found a total of more than 100 Zeeman pairs in more
than 50 massive star-forming regions. The magnetic field deduced from the
Zeeman splitting has allowed us to assign an overall line-of-sight magnetic
field direction to many of the massive star-forming regions. Combining these
data with other data sets obtained from OH Zeeman splitting, we have looked for
correlations of magnetic field directions between star-forming regions
scattered throughout the Galaxy. Our data do not support a uniform,
Galactic-scale field direction, nor do we find any strong evidence of magnetic
field correlations within spiral arms. However, our data suggest that in the
Solar neighborhood the magnetic field outside the Solar circle is oriented
clockwise as viewed from the North Galactic Pole, while inside the Solar circle
it is oriented counterclockwise. This pattern, including the magnetic field
reversal near the Sun, is in agreement with results obtained from pulsar
rotation measures.
","[{""version"":""v1"",""created"":""Tue, 8 Jul 2003 21:11:27 GMT""}]","2009-11-10"
